Ürün adı,Marka,Fiyat,Link,Görüntü Kalitesi,Dahili Uydu Alıcı,Görüntüleme Teknolojisi,Garanti Süresi,Ekran Boyutu,Garanti Tipi,Çözünürlük (Piksel),Smart TV,Menşei,CE Uygunluk Sembolu,Renk,GÃ¶rÃ¼ntÃ¼ Kalitesi,Dahili Uydu AlÄ±cÄ±,GÃ¶rÃ¼ntÃ¼leme Teknolojisi,Garanti SÃ¼resi,Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k (Piksel),HDR,Wi-Fi Özelliği,Kurulum Gerekli mi?
"65qn90c 4k Ultra Hd 65"" 165 Ekran Uydu Alıcılı Smart Neo Qled Tv",Samsung,85.999 TL,https://www.trendyol.com/samsung/65qn90c-4k-ultra-hd-65-165-ekran-uydu-alicili-smart-neo-qled-tv-p-682163503,4K Ultra HD,Yok,QLED,2 Yıl,"65"" / 165 Ekran",Samsung TR Garantili,3840 x 2160,Var,,,,,,,,,,,
"SMART 27"" 70 EKRAN Wi-fi Bağlantı 4ms 60hz 1920 X 1080 SAMSUNG Monitör Tv+Askı Aparatı",Samsung,Null,https://www.trendyol.com/samsung/smart-27-70-ekran-wi-fi-baglanti-4ms-60hz-1920-x-1080-samsung-monitor-tv-aski-aparati-p-924771186,Full HD,Yok,LED,2 Yıl,27 inç,Samsung TR Garantili,1920 x 1080,Var,,,,,,,,,,,
Genel Markalar,Null,5.299 TL,https://www.trendyol.com/genel-markalar/32-uydu-alicili-smart-d-dual-led-tv-32dal540-webos-hub-hd-ready-p-806474915,HD Ready,Var,LED,2 Yıl,32 inç,Sunny Garantili,1366 x 768,Var,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/55-inc-140-ekran-tv-ekran-koruyucu-p-905742576,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"55u9730 4k Ultra Hd 55"" 140 Ekran Uydu AlÄ±cÄ±lÄ± Smart Led Tv",VESTEL,30.300 TL,https://www.trendyol.com/vestel/55u9730-4k-ultra-hd-55-140-ekran-uydu-alicili-smart-led-tv-p-707065906,,,,,,,,,,,,,,,,,,,
"EM-119U Uydu Alıcı Hediyeli 19"" 49 Ekran 12V HD Karavan - Tekne - Yat Lcd Monitör TV",ElectroMaster,3.819 TL,https://www.trendyol.com/electromaster/em-119u-uydu-alici-hediyeli-19-49-ekran-12v-hd-karavan-tekne-yat-lcd-monitor-tv-p-744986978,HD Ready,Yok,LED,2 Yıl,"19"" / 48 Ekran",Resmi Distribütör Garantili,1366 x 768,Yok,,,,,,,,,,,
"50SBU740 50"" 127 Ekran Uydu Alıcılı 4K Ultra HD Smart LED TV",Seg,13.999 TL,https://www.trendyol.com/seg/50sbu740-50-127-ekran-uydu-alicili-4k-ultra-hd-smart-led-tv-p-707239288,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Vestel Garantili,3840 x 2160,Var,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/samsung-65-inc-165-ekran-tv-ekran-koruyucu-p-906084481,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"65S95C 4K Ultra HD 65"" 165 Ekran Smart OLED TV",Samsung,89.990 TL,https://www.trendyol.com/samsung/65s95c-4k-ultra-hd-65-165-ekran-smart-oled-tv-p-744889937,4K Ultra HD,Var,OLED,2 Yıl,"65"" / 165 Ekran",Samsung TR Garantili,3840 x 2160,Var,,,,,,,,,,,
24PA200E -10 24'' 61 Ekran Uydu Alıcılı HD LED TV,Profilo,8.750 TL,https://www.trendyol.com/profilo/24pa200e-10-24-61-ekran-uydu-alicili-hd-led-tv-p-84608195,HD Ready,Var,LED,3 Yıl,"24"" / 61 Ekran",Resmi Distribütör Garantili,1366 x 768,Yok,,,,,,,,,,,
"32d7100 Yeni Nesil 32"" 81 Ekran Uydu Alıcılı Hd Ready Led Tv",Dijitsu,6.998 TL,https://www.trendyol.com/dijitsu/32d7100-yeni-nesil-32-81-ekran-uydu-alicili-hd-ready-led-tv-p-286463766,HD Ready,Var,LED,2 Yıl,32 inç,Dijitsu Garantili,1366 x 768,Yok,,,,,,,,,,,
KAJİWA,Null,999 TL,https://www.trendyol.com/kajiwa/32-inc-tv-ekran-koruyucu-3mm-80-ve-81-ekran-tum-marka-ve-modellerle-uyumludur-p-927597445,,,,,,,,,,,,,,,,,,,
GRUNDİG RİO 55 GHU 8900 S 55 İnç 140 Ekran 4K Ultra HD Android LED TV (REVİZYONLU),Grundig,23.499 TL,https://www.trendyol.com/grundig/grundig-rio-55-ghu-8900-s-55-inc-140-ekran-4k-ultra-hd-android-led-tv-revizyonlu-p-880689167,4K Ultra HD,Var,LED,2 Yıl,"55"" / 139 Ekran",Grundig Garantili,3840 x 2160,Var,,,,,,,,,,,
7 serisi 75'' 4K UHD Google TV - A75 E 795 B Google TV,Arçelik,48.500 TL,https://www.trendyol.com/arcelik/7-serisi-75-4k-uhd-google-tv-a75-e-795-b-google-tv-p-923100907,Full HD,Var,LED,3 Yıl,"75"" / 190 Ekran",Arçelik Garantili,,Var,,,Siyah,,,,,,,,
"65"" QLED 4K Q70D Tizen OS Smart TV (2024) 65"" QLED 4K Q70D Tizen OS Smart TV (2024)",Samsung,62.099 TL,https://www.trendyol.com/samsung/65-qled-4k-q70d-tizen-os-smart-tv-2024-65-qled-4k-q70d-tizen-os-smart-tv-2024-p-862742117,4K Ultra HD,Var,QLED,2 Yıl,"65"" / 165 Ekran",Samsung TR Garantili,3840 x 2160,Var,,,,,,,,,,,
CORUIAN,Null,Null,https://www.trendyol.com/coruian/77-195-ekran-tv-ekran-koruyucu-ekran-koruma-paneli-p-34438066,,,,,,,,,,,,,,,,,,,
PQ55FMN25 55 inç 139 Ekran Dahili Uydu Alıcılı Smart LED TV,PEAQ,21.000 TL,https://www.trendyol.com/peaq/pq55fmn25-55-inc-139-ekran-dahili-uydu-alicili-smart-led-tv-p-744278335,4K Ultra HD,Var,LED,2 Yıl,"55"" / 139 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
55QG9840 55'' 139 Ekran  4K Smart QLED Google TV,VESTEL,Null,https://www.trendyol.com/vestel/55qg9840-55-139-ekran-4k-smart-qled-google-tv-p-874395933,4K Ultra HD,Var,DLED,3 Yıl,"55"" / 139 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
70UA9540 177 Cm 4K Uhd Android Smart Hdr10 Uydulu Wifi Bluetooth Led Tv,VESTEL,44.999 TL,https://www.trendyol.com/vestel/70ua9540-177-cm-4k-uhd-android-smart-hdr10-uydulu-wifi-bluetooth-led-tv-p-831321354,4K Ultra HD,Var,LED,3 Yıl,"70"" / 178 Ekran",Vestel Garantili,3840 x 2160,Var,,,,,,,,,,,
borandtm,Null,199 TL,https://www.trendyol.com/borandtm/koruyucu-seffaf-kilif-10-lu-paket-tum-uzaktan-kumandalar-ile-uyumlu-uzun-omurlu-p-927964313,,,,,,,,,,,,,,,,,,,
"77s90d 4k Ultra Hd 77"" 195 Ekran Uydu Alıcılı Smart Oled Tv",Samsung,135.999 TL,https://www.trendyol.com/samsung/77s90d-4k-ultra-hd-77-195-ekran-uydu-alicili-smart-oled-tv-p-870823170,4K Ultra HD,Var,OLED,2 Yıl,"77"" / 195 Ekran",Samsung TR Garantili,3840 x 2160,Var,,,,,,,,,,,
"SN50FMN602 50"" 127 Ekran Uydu Alıcılı 4K Ultra HD Google Smart LED TV",Sunny,16.900 TL,https://www.trendyol.com/sunny/sn50fmn602-50-127-ekran-uydu-alicili-4k-ultra-hd-google-smart-led-tv-p-735661543,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Sunny Garantili,3840 x 2160,Var,,,,,,,,,,,
DKM Protect,Null,879 TL,https://www.trendyol.com/dkm-protect/arcelik-43-inc-109-ekran-tv-ekran-koruyucu-tum-modeller-p-931069602,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"Tv 43ua9740 43"" 4k Smart Androıd Tv",VESTEL,14.749 TL,https://www.trendyol.com/vestel/tv-43ua9740-43-4k-smart-android-tv-p-868372587,4K Ultra HD,Var,DLED,3 Yıl,43 inç,Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
B55 Qe 988 A Google Tv,Beko,37.999 TL,https://www.trendyol.com/beko/b55-qe-988-a-google-tv-p-921608812,4K Ultra HD,Var,QLED,3 Yıl,"55"" / 139 Ekran",Beko Garantili,3840 x 2160,Var,,,,,,,,,,,
LE28S17HM 82 Ekran Televizyon,Sanyo,7.499 TL,https://www.trendyol.com/sanyo/le28s17hm-82-ekran-televizyon-p-849608551,HD Ready,Var,LED,2 Yıl,32 inç,Resmi Distribütör Garantili,1920 x 1080,Yok,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/55-inc-140-ekran-tv-ekran-koruyucu-p-905742576,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
Full Hd 32'' 80 Ekran Akıllı Smart Apple Android Wi-fi Kablosuz Bağlantı Hdr10 Dahili-monitör Tv,LG,Null,https://www.trendyol.com/lg/full-hd-32-80-ekran-akilli-smart-apple-android-wi-fi-kablosuz-baglanti-hdr10-dahili-monitor-tv-p-899205129,Full HD,Yok,LED,2 Yıl,"32"" / 80 Ekran",LG TR Garantili,1920 x 1080,Var,,,,,,,,,,,
43fa9740 43'' 108 Ekran Fhd Smart Androıd Tv,VESTEL,14.700 TL,https://www.trendyol.com/vestel/43fa9740-43-108-ekran-fhd-smart-android-tv-p-868377106,Full HD,Var,DLED,3 Yıl,43 inç,Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
AX55UAL402 55'' 139 Ekran Uydu AlÄ±cÄ±lÄ± 4K Ultra HD Smart LED TV,Axen,Null,https://www.trendyol.com/axen/ax55ual402-55-139-ekran-uydu-alicili-4k-ultra-hd-smart-led-tv-p-42762024,,,,,,,,,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/samsung-65-inc-165-ekran-tv-ekran-koruyucu-p-906084481,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"OV32152 32"" 82 Ekran HD Ready Smart LED TV Uydu Alıcılı",ONVO,6.699 TL,https://www.trendyol.com/onvo/ov32152-32-82-ekran-hd-ready-smart-led-tv-uydu-alicili-p-118204131,HD Ready,Var,LED,2 Yıl,32 inç,Resmi Distribütör Garantili,1366 x 768,Var,,,,,,,,,,,
"75C855 75"" 190 Ekran Uydu Alıcılı 4K Ultra HD Premium QD-Mini LED TV",TCL,86.799 TL,https://www.trendyol.com/tcl/75c855-75-190-ekran-uydu-alicili-4k-ultra-hd-premium-qd-mini-led-tv-p-855792779,4K Ultra HD,Var,QLED,2 Yıl,"75"" / 190 Ekran",Bilkom Garantili,3840 x 2160,Var,,,,,,,,,,,
Al55 Uhd 9823 55''/139 Cm Google Televizyon,Altus,17.899 TL,https://www.trendyol.com/altus/al55-uhd-9823-55-139-cm-google-televizyon-p-797314809,4K Ultra HD,Var,LED,3 Yıl,"55"" / 139 Ekran",Resmi Distribütör Garantili,3840 x 2160,Yok,,,,,,,,,,,
KAJİWA,Null,999 TL,https://www.trendyol.com/kajiwa/32-inc-tv-ekran-koruyucu-3mm-80-ve-81-ekran-tum-marka-ve-modellerle-uyumludur-p-927597445,,,,,,,,,,,,,,,,,,,
"65C855 65"" 165 Ekran Uydu Alıcılı 4K Ultra HD Premium QD-Mini LED TV",TCL,74.999 TL,https://www.trendyol.com/tcl/65c855-65-165-ekran-uydu-alicili-4k-ultra-hd-premium-qd-mini-led-tv-p-855792778,4K Ultra HD,Var,QLED,2 Yıl,"65"" / 165 Ekran",Bilkom Garantili,3840 x 2160,Var,,,,,,,,,,,
"YE-43020GG4 43"" 109 Ekran Full HD Google Android TV",Next,11.495 TL10.998 TL,https://www.trendyol.com/next/ye-43020gg4-43-109-ekran-full-hd-google-android-tv-p-802265876,Full HD,Var,LED,2 Yıl,43 inç,Next Garantili,1920 x 1080,Var,,,,,,,,,,,
58tu7550 58'' 147 Ekran Uydu Alıcılı 4k Ultra Hd Smart Led Tv,Telefunken,23.900 TL,https://www.trendyol.com/telefunken/58tu7550-58-147-ekran-uydu-alicili-4k-ultra-hd-smart-led-tv-p-349159096,4K Ultra HD,Var,LED,3 Yıl,"58"" / 147 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
CORUIAN,Null,Null,https://www.trendyol.com/coruian/77-195-ekran-tv-ekran-koruyucu-ekran-koruma-paneli-p-34438066,,,,,,,,,,,,,,,,,,,
55QG6C14 55 inç 139 Ekran Uydu Alıcılı Ultra HD 4K Google Smart QLED Plus TV,Thomson,37.999 TL,https://www.trendyol.com/thomson/55qg6c14-55-inc-139-ekran-uydu-alicili-ultra-hd-4k-google-smart-qled-plus-tv-p-897771261,4K Ultra HD,Var,QLED,3 Yıl,"55"" / 139 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
"98Ghq9501 98"" 248 Ekran 4K UHD Google Smart Qled TV",Grundig,115.699 TL,https://www.trendyol.com/grundig/98ghq9501-98-248-ekran-4k-uhd-google-smart-qled-tv-p-864370258,4K Ultra HD,Var,QLED,2 Yıl,"98"" / 248 Ekran",Grundig Garantili,3840 x 2160,Var,,,,,,,,,,,
"32FA2S13 32"" 82 Ekran Uydu Alıcılı  Full HD Dolby Audio Android LED TV",Thomson,11.999 TL,https://www.trendyol.com/thomson/32fa2s13-32-82-ekran-uydu-alicili-full-hd-dolby-audio-android-led-tv-p-900139662,Full HD,Var,LED,2 Yıl,"32"" / 80 Ekran",Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
borandtm,Null,199 TL,https://www.trendyol.com/borandtm/koruyucu-seffaf-kilif-10-lu-paket-tum-uzaktan-kumandalar-ile-uyumlu-uzun-omurlu-p-927964313,,,,,,,,,,,,,,,,,,,
"50PUS8349-PHİLİPS 50"" LED TV AMBİLİGHT (TİTAN OS)",Philips,27.500 TL,https://www.trendyol.com/philips/50pus8349-philips-50-led-tv-ambilight-titan-os-p-893330049,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Philips TR Garantili,3840 x 2160,Var,,,,,,,,,,,
65 GGU 7900 B 65 inç 165 Ekran Uydu Alıcılı Android Smart 4K Ultra HD LED TV (REVİZYONLU),Grundig,31.999 TL,https://www.trendyol.com/grundig/65-ggu-7900-b-65-inc-165-ekran-uydu-alicili-android-smart-4k-ultra-hd-led-tv-revizyonlu-p-880746871,4K Ultra HD,Var,LED,2 Yıl,"65"" / 165 Ekran",Grundig Garantili,3840 x 2160,Var,,,,,,,,,,,
"50sfsw6m 127 Ekran 50"" Webos Led 4k Uhd Televizyon",Simfer,14.499 TL,https://www.trendyol.com/simfer/50sfsw6m-127-ekran-50-webos-led-4k-uhd-televizyon-p-736990313,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",İthalatçı Garantili,3840 x 2160,Var,,,,,,,,,,,
DKM Protect,Null,879 TL,https://www.trendyol.com/dkm-protect/arcelik-43-inc-109-ekran-tv-ekran-koruyucu-tum-modeller-p-931069602,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
65'' 165CM 4K ULTRA HD SMART GOOGLE TV UYDULU LED TV,Dreamstar,28.000 TL,https://www.trendyol.com/dreamstar/65-165cm-4k-ultra-hd-smart-google-tv-uydulu-led-tv-p-931013247,4K Ultra HD,Var,QLED Pro,2 Yıl,"75"" / 190 Ekran",İthalatçı Garantili,1920 x 1080,Yok,,,,,,,,,,,
"HL55FMN252 4K Ultra HD 55"" 140 Ekran Uydu Alıcılı webOS Smart LED TV",Hi-Level,Null,https://www.trendyol.com/hi-level/hl55fmn252-4k-ultra-hd-55-140-ekran-uydu-alicili-webos-smart-led-tv-p-762532382,4K Ultra HD,Var,LED,2 Yıl,"55"" / 139 Ekran",Sunny Garantili,3840 x 2160,Var,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/55-inc-140-ekran-tv-ekran-koruyucu-p-905742576,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"40VF5405T 40"" Full HD Smart LED TV",Jvc,11.650 TL,https://www.trendyol.com/jvc/40vf5405t-40-full-hd-smart-led-tv-p-896511150,Full HD,Var,LED,2 Yıl,"40"" / 101 Ekran",Vestel Garantili,1920 x 1080,Var,,,,,,,,,,,
"HG55AU800EE 55"" Crystal UHD 4K LED TV",Samsung,29.999 TL,https://www.trendyol.com/samsung/hg55au800ee-55-crystal-uhd-4k-led-tv-p-765447013,4K Ultra HD,Var,LED,2 Yıl,"55"" / 139 Ekran",Samsung TR Garantili,3840 x 2160,Var,,,,,,,,,,,
SB42250 Televizyon 42'' 106 Ekran Uydu Alıcılı Full HD Smart LED,Saba,12.499 TL,https://www.trendyol.com/saba/sb42250-televizyon-42-106-ekran-uydu-alicili-full-hd-smart-led-p-92168817,Full HD,Var,DLED,2 Yıl,42 inç,Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/samsung-65-inc-165-ekran-tv-ekran-koruyucu-p-906084481,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
Al50 Uhd 9823 Google Tv 4k Çerçevesiz Tasarım / Kumanda Sesli Komut,Altus,15.650 TL,https://www.trendyol.com/altus/al50-uhd-9823-google-tv-4k-cercevesiz-tasarim-kumanda-sesli-komut-p-814574191,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Altus Garantili,3840 x 2160,Var,,,,,,,,,,,
A98 Q 995 X 4K Ultra HD 98'' 248 Ekran Uydu Alıcılı Android Smart QLED TV,Arçelik,"180.525,81 TL",https://www.trendyol.com/arcelik/a98-q-995-x-4k-ultra-hd-98-248-ekran-uydu-alicili-android-smart-qled-tv-p-928849185,4K Ultra HD,Var,QLED,2 Yıl,"98"" / 248 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
KAJİWA,Null,999 TL,https://www.trendyol.com/kajiwa/32-inc-tv-ekran-koruyucu-3mm-80-ve-81-ekran-tum-marka-ve-modellerle-uyumludur-p-927597445,,,,,,,,,,,,,,,,,,,
"85"" C655 Qled Tv",TCL,"75.598,99 TL",https://www.trendyol.com/tcl/85-c655-qled-tv-p-879769410,4K Ultra HD,Var,OLED,2 Yıl,"85"" / 215 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
"Conti Ct43an100f 43"" (109CM) Android Uydulu Full Hd Conti Ct43an100f",CONTİ,7.899 TL,https://www.trendyol.com/conti/conti-ct43an100f-43-109cm-android-uydulu-full-hd-conti-ct43an100f-p-805818200,Full HD,Var,LED,2 Yıl,43 inç,İthalatçı Garantili,1920 x 1080,Var,,,,,,,,,,,
"75qn800d 8k Ultra Hd 75"" 190 Ekran Uydu Alıcılı Smart Neo Qled Tv",Samsung,129.055 TL,https://www.trendyol.com/samsung/75qn800d-8k-ultra-hd-75-190-ekran-uydu-alicili-smart-neo-qled-tv-p-827880265,8K Ultra HD,Var,QLED,2 Yıl,"75"" / 190 Ekran",Samsung TR Garantili,,Var,,,Siyah,,,,,,,,
CORUIAN,Null,Null,https://www.trendyol.com/coruian/77-195-ekran-tv-ekran-koruyucu-ekran-koruma-paneli-p-34438066,,,,,,,,,,,,,,,,,,,
55ut91006la 4k Ultra Hd 55' Webos Smart Led Tv,LG,34.825 TL,https://www.trendyol.com/lg/55ut91006la-4k-ultra-hd-55-webos-smart-led-tv-p-834613168,4K Ultra HD,Var,LED,2 Yıl,55'' / 138 Ekran,Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
43FG2S14 43 inç 109 Ekran Uydu Alıcılı Google Smart FHD LED TV,Thomson,17.999 TL,https://www.trendyol.com/thomson/43fg2s14-43-inc-109-ekran-uydu-alicili-google-smart-fhd-led-tv-p-898511394,Full HD,Var,LED,2 Yıl,43 inç,Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
"50cu7000 50"" 125 Ekran 4k Crystal Uhd Tv",Samsung,27.900 TL,https://www.trendyol.com/samsung/50cu7000-50-125-ekran-4k-crystal-uhd-tv-p-733566407,4K Ultra HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Samsung TR Garantili,,Var,,,Mor,,,,,,,,
borandtm,Null,199 TL,https://www.trendyol.com/borandtm/koruyucu-seffaf-kilif-10-lu-paket-tum-uzaktan-kumandalar-ile-uyumlu-uzun-omurlu-p-927964313,,,,,,,,,,,,,,,,,,,
"65pml9008/12 65"" 164 Ekran 4k Uhd Smart 3 Taraflı Ambilight Miniled Tv",Philips,50.000 TL,https://www.trendyol.com/philips/65pml9008-12-65-164-ekran-4k-uhd-smart-3-tarafli-ambilight-miniled-tv-p-768937233,4K Ultra HD,Var,LED,2 Yıl,"65"" / 165 Ekran",Philips TR Garantili,3840 x 2160,Var,,,,,,,,,,,
109 Cm 43 Android Tv 1080 P Full Hd,Redline,10.900 TL,https://www.trendyol.com/redline/109-cm-43-android-tv-1080-p-full-hd-p-659843296,4K Ultra HD,Var,DLED,2 Yıl,43 inç,Resmi Distribütör Garantili,1920 x 1080,Var,,,,,,,,,,,
"32WL3C64DT HD 32"" 82 Ekran Uydu Alıcılı Smart LED TV (BEYAZ)",Toshiba,13.698 TL,https://www.trendyol.com/toshiba/32wl3c64dt-hd-32-82-ekran-uydu-alicili-smart-led-tv-beyaz-p-884180992,HD Ready,Var,LED,2 Yıl,32 inç,Vestel Garantili,1366 x 768,Var,,,,,,,,,,,
DKM Protect,Null,879 TL,https://www.trendyol.com/dkm-protect/arcelik-43-inc-109-ekran-tv-ekran-koruyucu-tum-modeller-p-931069602,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"75r754u 75"" 4k Smart Tv",Regal,34.999 TL,https://www.trendyol.com/regal/75r754u-75-4k-smart-tv-p-283533735,4K Ultra HD,Var,LED,3 Yıl,"75"" / 190 Ekran",Regal Garantili,3840 x 2160,Var,,,,,,,,,,,
32H9530T 32'' 80 Ekran HD Ready Smart Wi-Fi Mobil TV,VESTEL,Null,https://www.trendyol.com/vestel/32h9530t-32-80-ekran-hd-ready-smart-wi-fi-mobil-tv-p-853651867,HD Ready,Var,LED,3 Yıl,32 inç,Vestel Garantili,1366 x 768,Var,,,,,,,,,,,
"SB50F350 50"" 126 Ekran Uydu Alıcılı Full HD Smart LED TV",Saba,14.999 TL,https://www.trendyol.com/saba/sb50f350-50-126-ekran-uydu-alicili-full-hd-smart-led-tv-p-68148211,Full HD,Var,LED,2 Yıl,"50"" / 127 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/55-inc-140-ekran-tv-ekran-koruyucu-p-905742576,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
"5K(5120 x 2880)pixel, Kameralı Akıllı Monitör 27""inç Viewfinity S9 Kumandalı Slim Monitör-TV",Samsung,Null,https://www.trendyol.com/samsung/5k-5120-x-2880-pixel-kamerali-akilli-monitor-27-inc-viewfinity-s9-kumandali-slim-monitor-tv-p-881622744,4K Ultra HD,Yok,LED,2 Yıl,27 inç,Samsung TR Garantili,3840 x 2160,Var,,,,,,,,,,,
Profi?lo Televi?zyon,Profilo,36.000 TL,https://www.trendyol.com/profilo/profi-lo-televi-zyon-p-865186369,4K Ultra HD,Var,LED,3 Yıl,"55"" / 139 Ekran",Profilo Garantili,3840 x 2160,Var,,,,,,,,,,,
32H9520RB 32'' Smart HD Ready Wi-Fi Mobil TV,VESTEL,11.700 TL,https://www.trendyol.com/vestel/32h9520rb-32-smart-hd-ready-wi-fi-mobil-tv-p-360093913,HD Ready,Var,LED,3 Yıl,32 inç,Vestel Garantili,1366 x 768,Var,,,,,,,,,,,
Glassmax,Null,Null,https://www.trendyol.com/glassmax/samsung-65-inc-165-ekran-tv-ekran-koruyucu-p-906084481,,,,,,,,,TR,Ürün görselinde bulunmuyor,,,,,,,,,
SONREİR,Null,"40.376,50 TL",https://www.trendyol.com/sonreir/telenova-70-inc-178-ekran-4k-ultra-hd-android-14-smart-tv-led-hdr-wifi-netflix-youtube-destekli-p-922942440,Full HD,Var,LED,2 Yıl,"70"" / 178 Ekran",Telenova Garantili,1920 x 1080,Var,,,,,,,,,,,
32h8740 32'' Hd Tv,VESTEL,8.399 TL,https://www.trendyol.com/vestel/32h8740-32-hd-tv-p-868391011,HD Ready,Var,DLED,3 Yıl,32 inç,Resmi Distribütör Garantili,1366 x 768,Yok,,,,,,,,,,,
Neo Qled 4k Qnx1d Tizen Os Smart Tv (2024),Samsung,75.999 TL,https://www.trendyol.com/samsung/neo-qled-4k-qnx1d-tizen-os-smart-tv-2024-p-864428312,4K Ultra HD,Var,QLED,2 Yıl,"55"" / 139 Ekran",Samsung TR Garantili,3840 x 2160,Yok,,,,,,,,,,,
KAJİWA,Null,999 TL,https://www.trendyol.com/kajiwa/32-inc-tv-ekran-koruyucu-3mm-80-ve-81-ekran-tum-marka-ve-modellerle-uyumludur-p-927597445,,,,,,,,,,,,,,,,,,,
Hi Level 32'' Uydu Alıcılı Smart Webos Led Tv,Hi-Level,6.550 TL,https://www.trendyol.com/hi-level/hi-level-32-uydu-alicili-smart-webos-led-tv-p-194200560,HD Ready,Var,LED,2 Yıl,32 inç,Onvo Garantili,1366 x 768,Var,,,,,,,,,,,
77OLED809/12 77 inç 194 Ekran Uydu Alıcılı Smart 4K UHD Dolby Vision Dolby Atmos Google Ambilight TV,Philips,146.999 TL,https://www.trendyol.com/philips/77oled809-12-77-inc-194-ekran-uydu-alicili-smart-4k-uhd-dolby-vision-dolby-atmos-google-ambilight-tv-p-834773728,4K Ultra HD,Var,LED,2 Yıl,"77"" / 195 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
"55UA9540 4K Ultra HD 55"" 140 Ekran Uydu Alıcılı Android Smart LED TV",VESTEL,27.949 TL,https://www.trendyol.com/vestel/55ua9540-4k-ultra-hd-55-140-ekran-uydu-alicili-android-smart-led-tv-p-834205795,4K Ultra HD,Var,LED,3 Yıl,"55"" / 139 Ekran",Vestel Garantili,3840 x 2160,Var,,,,,,,,,,,
CORUIAN,Null,Null,https://www.trendyol.com/coruian/77-195-ekran-tv-ekran-koruyucu-ekran-koruma-paneli-p-34438066,,,,,,,,,,,,,,,,,,,
"55C745 55inc 139 cm 4K UHD Google Tv Smart Qled TV,Uydu Alıcılı",TCL,Null,https://www.trendyol.com/tcl/55c745-55inc-139-cm-4k-uhd-google-tv-smart-qled-tv-uydu-alicili-p-790182590,4K Ultra HD,Var,OLED,2 Yıl,"55"" / 139 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
"Ax65fmn503 65""165 Ekran Uhd Tizen Smart Led Tv",Axen,Null,https://www.trendyol.com/axen/ax65fmn503-65-165-ekran-uhd-tizen-smart-led-tv-p-807103691,4K Ultra HD,Var,LED,2 Yıl,"65"" / 165 Ekran",Axen Garantili,3840 x 2160,Var,,,,,,,,,,,
QE77S85DATXTK 77 inç 195 Ekran Uydu Alıcılı Smart 4K UHD OLED TV,Samsung,105.000 TL,https://www.trendyol.com/samsung/qe77s85datxtk-77-inc-195-ekran-uydu-alicili-smart-4k-uhd-oled-tv-p-853894297,HD Ready,Var,OLED,2 Yıl,"77"" / 195 Ekran",Resmi Distribütör Garantili,3840 x 2160,Var,,,,,,,,,,,
